<http://www.worldkg.org/resource/2366519599>	<http://www.worldkg.org/schema/delivery>	delivery-yes
<http://www.worldkg.org/resource/6139645147>	<http://www.worldkg.org/schema/bar>	bar-yes
<http://www.worldkg.org/resource/405049889>	<http://www.worldkg.org/schema/website>	website-https://www.nycgovparks.org/facilities/recreationcenters/M260
<http://www.worldkg.org/resource/324852063>	<Line_roads-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/384178812>
<http://www.worldkg.org/resource/3708656737>	<http://www.worldkg.org/schema/brandWikidata>	brandWikidata-Q2974438
<http://www.worldkg.org/resource/324852063>	<http://www.w3.org/2000/01/rdf-schema#label>	London Terrace
<http://www.worldkg.org/resource/2703242521>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo-Fr 07:00-19:00; Sa-Su 07:30-21:00
<http://www.worldkg.org/resource/597821266>	<http://www.worldkg.org/schema/oneway>	oneway-yes
<http://www.worldkg.org/resource/2366519596>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2366519594>
<http://www.worldkg.org/resource/3874983057>	<http://www.worldkg.org/schema/addrHousenumber>	addrHousenumber-405
<http://www.worldkg.org/resource/384178812>	<Point_pofw-Adjacent-Line_roads>	<http://www.worldkg.org/resource/264669366>
<http://www.worldkg.org/resource/264651626>	<http://www.worldkg.org/schema/addrHousenumber>	addrHousenumber-333
<http://www.worldkg.org/resource/7680594071>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2408375729>
<http://www.worldkg.org/resource/7680594076>	<http://www.worldkg.org/schema/level>	level-0
<http://www.worldkg.org/resource/2409946234>	<http://www.worldkg.org/schema/website>	website-https://www.themeatballshop.com/locations/#chelsea
<http://www.worldkg.org/resource/2409935351>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6139645147>
<http://www.worldkg.org/resource/3792532817>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2366519596>
<http://www.worldkg.org/resource/6053220685>	<http://www.worldkg.org/schema/openingHours>	openingHours-Su-Th 08:00-23:00; Fr-Sa 08:00-24:00
<http://www.worldkg.org/resource/22914179>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2366519599>
<http://www.worldkg.org/resource/5620080125>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703169719>
<http://www.worldkg.org/resource/2377128182>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/3708656737>
<http://www.worldkg.org/resource/2409935351>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/3792532817>
<http://www.worldkg.org/resource/2516877509>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5759451736>
<http://www.worldkg.org/resource/5620080125>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/264669366>
<http://www.worldkg.org/resource/2409946228>	<http://www.worldkg.org/schema/addrCountry>	addrCountry-US
<http://www.worldkg.org/resource/3792532817>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo-Fr 07:00-19:00; Sa-Su 09:00-19:00
<http://www.worldkg.org/resource/264669364>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/2407891431>
<http://www.worldkg.org/resource/483704512>	<RegionId>	4_2
<http://www.worldkg.org/resource/2703169719>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo-Su 11:30-23:00
<http://www.worldkg.org/resource/6053220685>	<http://www.worldkg.org/schema/cuisine>	cuisine-american
<http://www.worldkg.org/resource/4850904721>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169673876>
<http://www.worldkg.org/resource/483704512>	<http://www.worldkg.org/schema/oneway>	oneway-yes
<http://www.worldkg.org/resource/2703242507>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/2703242518>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5620080125>
<http://www.worldkg.org/resource/2409946234>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/483704512>	<Line_roads-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/324852063>
<http://www.worldkg.org/resource/264651626>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Polygon>
<http://www.worldkg.org/resource/2703242518>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/4850904721>
<http://www.worldkg.org/resource/7680594071>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2407891431>
<http://www.worldkg.org/resource/2703169719>	<http://www.worldkg.org/schema/toilets>	toilets-yes
<http://www.worldkg.org/resource/2703242521>	<http://www.w3.org/2000/01/rdf-schema#label>	Sullivan Street bakery
<http://www.worldkg.org/resource/264669362>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/2703242518>
<http://www.worldkg.org/resource/387790424>	<Line_roads-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/483704512>
<http://www.worldkg.org/resource/6139645147>	<http://www.worldkg.org/schema/cuisine>	cuisine-mexican
<http://www.worldkg.org/resource/5265744362>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2377128182>
<http://www.worldkg.org/resource/2516877509>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242507>
<http://www.worldkg.org/resource/2366519599>	<http://www.worldkg.org/schema/addrPostcode>	addrPostcode-10011
<http://www.worldkg.org/resource/264669366>	<http://www.worldkg.org/schema/phone>	phone-+1-212-924-3919
<http://www.worldkg.org/resource/256082877>	<Line_roads-Adjacent-Point_pois>	<http://www.worldkg.org/resource/483704512>
<http://www.worldkg.org/resource/5759451736>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/4850904721>
<http://www.worldkg.org/resource/2703242518>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/324852063>
<http://www.worldkg.org/resource/2703169719>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242518>
<http://www.worldkg.org/resource/6053220685>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2366519595>
<http://www.worldkg.org/resource/2366519596>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/116672333>
<http://www.worldkg.org/resource/5759451736>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242519>
<http://www.worldkg.org/resource/5620080125>	<http://www.w3.org/2000/01/rdf-schema#label>	Downtown Veterinary Clinic
<http://www.worldkg.org/resource/2409935353>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/384178812>
<http://www.worldkg.org/resource/2703242519>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/483704512>
<http://www.worldkg.org/resource/5400496979>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/264651587>
<http://www.worldkg.org/resource/384178812>	<Line_roads-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264669364>
<http://www.worldkg.org/resource/2409946228>	<RegionId>	4_2
<http://www.worldkg.org/resource/6169673876>	<http://www.worldkg.org/schema/phone>	phone-+1 212-675-7616
<http://www.worldkg.org/resource/324852063>	<Line_roads-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/384178813>
<http://www.worldkg.org/resource/264651626>	<Polygon_buildings-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264669362>
<http://www.worldkg.org/resource/116672333>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2366519594>
<http://www.worldkg.org/resource/6053220685>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Restaurant>
<http://www.worldkg.org/resource/405049889>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/SportsCentre>
<http://www.worldkg.org/resource/670519221>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/3708656737>
<http://www.worldkg.org/resource/3874983057>	<http://www.worldkg.org/schema/website>	website-http://www.joenewyork.com/locations/chelsea/
<http://www.worldkg.org/resource/2409946234>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/384178813>
<http://www.worldkg.org/resource/2366519599>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/5759451736>	<http://www.worldkg.org/schema/bus>	bus-yes
<http://www.worldkg.org/resource/324852063>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/2409946228>
<http://www.worldkg.org/resource/6210240538>	<http://www.worldkg.org/schema/fax>	fax-+1 212-229-3898
<http://www.worldkg.org/resource/324852063>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/2703169719>
<http://www.worldkg.org/resource/3792532817>	<http://www.w3.org/2000/01/rdf-schema#label>	FIKA 9th Avenue
<http://www.worldkg.org/resource/2516877509>	<http://www.worldkg.org/schema/cocktails>	cocktails-yes
<http://www.worldkg.org/resource/5759451736>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242521>
<http://www.worldkg.org/resource/384178812>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/7680594071>
<http://www.worldkg.org/resource/384178812>	<http://www.worldkg.org/schema/hgv>	hgv-local
<http://www.worldkg.org/resource/2407882461>	<http://www.w3.org/2000/01/rdf-schema#label>	8th Avenue Dental Associates
<http://www.worldkg.org/resource/2377128182>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/7680594076>
<http://www.worldkg.org/resource/387790424>	<RegionId>	4_2
<http://www.worldkg.org/resource/396444293>	<http://www.worldkg.org/schema/surface>	surface-asphalt
<http://www.worldkg.org/resource/384178812>	<Line_roads-Intersect-Line_roads>	<http://www.worldkg.org/resource/670519221>
<http://www.worldkg.org/resource/2366519599>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/22914179>
<http://www.worldkg.org/resource/2377128182>	<http://www.worldkg.org/schema/cuisine>	cuisine-coffee_shop
<http://www.worldkg.org/resource/2703242518>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703169719>
<http://www.worldkg.org/resource/116672333>	<Line_roads-Adjacent-Line_roads>	<http://www.worldkg.org/resource/396444293>
<http://www.worldkg.org/resource/2366519594>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/116672333>
<http://www.worldkg.org/resource/2703242518>	<http://www.worldkg.org/schema/fax>	fax-+1-212-462-0040
<http://www.worldkg.org/resource/5400496979>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Restaurant>
<http://www.worldkg.org/resource/2409935351>	<http://www.worldkg.org/schema/cuisine>	cuisine-vietnamese
<http://www.worldkg.org/resource/2366519599>	<http://www.worldkg.org/schema/phone>	phone-+1 212-255-0400
<http://www.worldkg.org/resource/2366519596>	<http://www.worldkg.org/schema/cocktails>	cocktails-yes
<http://www.worldkg.org/resource/2366519596>	<http://www.worldkg.org/schema/openingHours>	openingHours-24/7
<http://www.worldkg.org/resource/6139645147>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Restaurant>
<http://www.worldkg.org/resource/324852063>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Polygon>
<http://www.worldkg.org/resource/2703242521>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/264669366>
<http://www.worldkg.org/resource/2516877509>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/6210240538>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703169719>
<http://www.worldkg.org/resource/2408375729>	<http://www.worldkg.org/schema/phone>	phone-+1-212.462.0001
<http://www.worldkg.org/resource/2407891431>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264669364>
<http://www.worldkg.org/resource/264651626>	<Line_roads-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/384178812>
<http://www.worldkg.org/resource/3874983057>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2366519594>
<http://www.worldkg.org/resource/483704512>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2703242521>
<http://www.worldkg.org/resource/5620080125>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Veterinary>
<http://www.worldkg.org/resource/22914179>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/5400496979>
<http://www.worldkg.org/resource/6171412797>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/483704512>
<http://www.worldkg.org/resource/7680594071>	<http://www.worldkg.org/schema/phone>	phone-+1-212-807-0268
<http://www.worldkg.org/resource/324852063>	<Point_transport-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/5759451736>
<http://www.worldkg.org/resource/6053220685>	<http://www.worldkg.org/schema/addrHousenumber>	addrHousenumber-210
<http://www.worldkg.org/resource/5265744362>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/3708656737>
<http://www.worldkg.org/resource/483704512>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/6169673876>
<http://www.worldkg.org/resource/256082877>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Playground>
<http://www.worldkg.org/resource/2366519599>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/324852063>
<http://www.worldkg.org/resource/2407882461>	<RegionId>	4_2
<http://www.worldkg.org/resource/670519221>	<Line_roads-Adjacent-Line_roads>	<http://www.worldkg.org/resource/22914179>
<http://www.worldkg.org/resource/6169678322>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/387790424>
<http://www.worldkg.org/resource/4243416298>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo-Su 09:00-19:30
<http://www.worldkg.org/resource/2409946234>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/3792532817>
<http://www.worldkg.org/resource/264669362>	<http://www.worldkg.org/schema/height>	height-59.2
<http://www.worldkg.org/resource/2407891431>	<Point_transport-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5265744362>
<http://www.worldkg.org/resource/483704512>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/405049889>
<http://www.worldkg.org/resource/264669364>	<Line_roads-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/670519221>
<http://www.worldkg.org/resource/483704512>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Line>
<http://www.worldkg.org/resource/3874983057>	<http://www.worldkg.org/schema/brand>	brand-Joe Coffee Company
<http://www.worldkg.org/resource/2703242507>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703169719>
<http://www.worldkg.org/resource/405049889>	<http://www.worldkg.org/schema/addrPostcode>	addrPostcode-10001
<http://www.worldkg.org/resource/2703242507>	<http://www.worldkg.org/schema/cuisine>	cuisine-pizza
<http://www.worldkg.org/resource/5759451736>	<Point_transport-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/324852063>
<http://www.worldkg.org/resource/2409935351>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2366519594>
<http://www.worldkg.org/resource/2366519596>	<RegionId>	4_2
<http://www.worldkg.org/resource/2366519594>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6169678322>
<http://www.worldkg.org/resource/2408375729>	<http://www.worldkg.org/schema/addrCountry>	addrCountry-US
<http://www.worldkg.org/resource/7680594076>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Point>
<http://www.worldkg.org/resource/5265744362>	<Point_transport-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/264651626>
<http://www.worldkg.org/resource/5400496979>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/670519221>
<http://www.worldkg.org/resource/384178813>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2409946234>
<http://www.worldkg.org/resource/264669364>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/2408375729>
<http://www.worldkg.org/resource/2703242507>	<http://www.worldkg.org/schema/openingHours>	openingHours-Mo 17:00-23:00; Tu-Sa 11:30-23:00; Su 11:00-10:00
<http://www.worldkg.org/resource/264662215>	<RegionId>	4_2
<http://www.worldkg.org/resource/2703169719>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/6210240538>
<http://www.worldkg.org/resource/264651626>	<Point_pois-Adjacent-Polygon_buildings>	<http://www.worldkg.org/resource/256082877>
<http://www.worldkg.org/resource/7680594071>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/7680594076>
<http://www.worldkg.org/resource/384178813>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Line>
<http://www.worldkg.org/resource/22914179>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Line>
<http://www.worldkg.org/resource/5759451736>	<http://www.worldkg.org/schema/routeRef>	routeRef-M11
<http://www.worldkg.org/resource/116672333>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/6053220685>
<http://www.worldkg.org/resource/387790424>	<http://www.worldkg.org/schema/residential>	residential-apartments
<http://www.worldkg.org/resource/2703242521>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2703242518>
<http://www.worldkg.org/resource/2408375729>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/7680594076>
<http://www.worldkg.org/resource/2703169719>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2366519594>
<http://www.worldkg.org/resource/264669366>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/2703242518>
<http://www.worldkg.org/resource/7680594076>	<http://www.worldkg.org/schema/addrHousenumber>	addrHousenumber-239
<http://www.worldkg.org/resource/2409935353>	<http://www.worldkg.org/schema/addrHousenumber>	addrHousenumber-204
<http://www.worldkg.org/resource/116672333>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2366519596>
<http://www.worldkg.org/resource/264662215>	<http://www.worldkg.org/schema/addrHousenumber>	addrHousenumber-348
<http://www.worldkg.org/resource/6169673876>	<Point_pois-Adjacent-Point_pofw>	<http://www.worldkg.org/resource/264669366>
<http://www.worldkg.org/resource/324852063>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/2409935353>
<http://www.worldkg.org/resource/4243416298>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/7680594071>
<http://www.worldkg.org/resource/2407891431>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5400496979>
<http://www.worldkg.org/resource/6169678322>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/5620080125>
<http://www.worldkg.org/resource/116672333>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.worldkg.org/schema/Secondary>
<http://www.worldkg.org/resource/670519221>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/7680594076>
<http://www.worldkg.org/resource/2409935351>	<Point_pois-Adjacent-Point_pois>	<http://www.worldkg.org/resource/2409935353>
<http://www.worldkg.org/resource/597821266>	<http://www.w3.org/1999/02/22-rdf-syntax-ns#type>	<http://www.opengis.net/ont/sf#Line>
<http://www.worldkg.org/resource/2516877509>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/483704512>
<http://www.worldkg.org/resource/3792532817>	<Point_pois-Adjacent-Polygon_landuse>	<http://www.worldkg.org/resource/324852063>
<http://www.worldkg.org/resource/116672333>	<Point_pois-Adjacent-Line_roads>	<http://www.worldkg.org/resource/2366519599>
